SamplingTime, AccelerationX, AccelerationY, AccelerationZ, GyroX, GyroY, GyroZ, MagneticFieldX, MagneticFieldY, MagneticFieldZ
1618796587.124017, , , , -0.083780, -0.013180, 0.012970, , , 
1618796587.188287, , , , -0.129692, 0.001713, 0.011695, , , 
1618796587.25138, , , , -0.065605, -0.004699, 0.008330, , , 
1618796587.323975, , , , -0.056809, 0.016029, 0.005576, , , 
1618796587.388397, , , , -0.038655, -0.013666, 0.012013, , , 
1618796587.452174, , , , -0.014438, -0.028414, 0.010682, , , 
1618796587.523814, , , , -0.075004, 0.006759, 0.002482, , , 
1618796587.587776, , , , 0.030095, -0.102497, 0.015615, , , 
1618796587.651895, , , , -0.030650, 0.012821, -0.003124, , , 
1618796587.723876, , , , -0.095437, -0.012339, 0.005364, , , 
1618796587.78807, , , , -0.038470, -0.016142, -0.000287, , , 
1618796587.852622, , , , -0.082835, 0.020206, -0.003171, , , 
1618796587.923791, , , , -0.012430, -0.008948, 0.004059, , , 
1618796587.98581, , , , 0.022412, 0.005959, 0.004445, , , 
1618796588.0472841, , , , -0.000129, 0.001198, 0.002516, , , 
1618796588.123375, , , , 0.066788, 0.015427, -0.011282, , , 
1618796588.19734, , , , 0.127809, 0.044762, -0.024127, , , 
1618796588.274318, , , , 0.010570, 0.010637, -0.016960, , , 
1618796588.347017, , , , -0.017616, -0.032483, -0.003993, , , 
1618796588.4242768, , , , 0.053273, 0.006460, -0.012999, , , 
1618796588.497669, , , , 0.162265, 0.040252, -0.011947, , , 
1618796588.573751, , , , 0.115732, 0.034761, -0.007673, , , 
1618796588.640018, , , , 0.077424, -0.038832, 0.009621, , , 
1618796588.673746, , , , 0.126607, -0.036905, 0.005054, , , 
1618796588.741998, , , , 0.110752, 0.002168, -0.015610, , , 
1618796588.7735848, , , , 0.065674, -0.058334, 0.001577, , , 
1618796588.836879, , , , 0.092725, -0.147488, -0.021890, , , 
1618796588.901517, , , , 0.102472, 0.011743, -0.048156, , , 
1618796588.9738069, , , , 0.015979, -0.029407, -0.037372, , , 
1618796589.039854, , , , 0.065594, 0.006115, -0.033948, , , 
1618796589.104018, , , , 0.026711, 0.040432, -0.028421, , , 
1618796589.173987, , , , 0.092175, 0.020529, -0.014983, , , 
1618796589.239438, , , , 0.283683, 0.088816, 0.009882, , , 
1618796589.3040519, , , , 0.151436, -0.006471, -0.040721, , , 
1618796589.373671, , , , 0.133966, -0.036228, -0.028853, , , 
1618796589.438765, , , , -0.014868, -0.098607, -0.031839, , , 
1618796589.503416, , , , 0.072964, -0.071352, -0.034998, , , 
1618796589.573806, , , , 0.027675, -0.074331, -0.037857, , , 
1618796589.638771, , , , 0.093050, 0.020896, -0.031351, , , 
1618796589.703407, , , , 0.031210, 0.028673, -0.027924, , , 
1618796589.7739248, , , , 0.082983, 0.004442, -0.015321, , , 
1618796589.8361511, , , , 0.042656, 0.037941, -0.020828, , , 
1618796589.8980699, , , , 0.037534, 0.017426, -0.021059, , , 
1618796589.9737911, , , , 0.104477, 0.014888, -0.024625, , , 
1618796590.0380669, , , , 0.016558, 0.002360, -0.012404, , , 
1618796590.103224, , , , -0.001644, -0.009174, -0.011332, , , 
1618796590.173877, , , , -0.004266, 0.005363, -0.011296, , , 
1618796590.237482, , , , 0.002051, 0.008694, -0.009793, , , 
1618796590.299354, , , , 0.064120, 0.026297, -0.006304, , , 
1618796590.373817, , , , 0.045293, 0.008772, -0.005329, , , 
1618796590.438694, , , , 0.085389, 0.033698, -0.009160, , , 
1618796590.5046449, , , , 0.089664, -0.092240, 0.037021, , , 
1618796590.5735168, , , , 0.232576, -0.045265, 0.010704, , , 
1618796590.6384978, , , , 0.070785, -0.086755, 0.007033, , , 
1618796590.704489, , , , 0.036789, -0.050663, -0.021653, , , 
1618796590.773341, , , , -0.124553, -0.061546, -0.014389, , , 
1618796590.837541, , , , -0.223128, 0.003020, -0.012323, , , 
1618796590.9034681, , , , -0.123115, -0.077481, -0.003640, , , 
1618796590.973878, , , , -0.122184, 0.040771, -0.024737, , , 
1618796591.0386, , , , -0.138619, -0.117895, 0.008228, , , 
1618796591.1037788, , , , -0.360929, 0.110228, -0.040422, , , 
1618796591.173779, , , , -0.115405, -0.078830, -0.031572, , , 
1618796591.236922, , , , -0.224289, -0.045074, 0.004013, , , 
1618796591.301725, , , , -0.033770, -0.025300, -0.006005, , , 
1618796591.373931, , , , 0.009370, -0.038750, -0.015314, , , 
1618796591.436852, , , , -0.059520, 0.009502, -0.036817, , , 
1618796591.500516, , , , 0.006260, -0.088594, -0.023908, , , 
1618796591.576859, , , , -0.086200, -0.017632, -0.027084, , , 
1618796591.6596131, , , , 0.068706, 0.022199, -0.027062, , , 
1618796591.736547, , , , -0.066247, -0.047698, 0.001536, , , 
1618796591.8107529, , , , -0.135011, -0.123119, 0.035422, , , 
1618796591.882894, , , , 0.009236, -0.068712, 0.001244, , , 
1618796591.949189, , , , 0.027809, -0.094786, -0.005568, , , 
1618796592.0243258, , , , -0.048545, -0.070796, -0.023775, , , 
1618796592.090746, , , , -0.087537, -0.059779, -0.013265, , , 
1618796592.1577501, , , , 0.017803, -0.057660, -0.010950, , , 
1618796592.2238832, , , , -0.019156, -0.039876, -0.021313, , , 
1618796592.290813, , , , -0.027965, -0.041061, -0.012318, , , 
1618796592.3564758, , , , -0.022487, -0.043452, -0.021392, , , 
1618796592.432061, , , , 0.030850, -0.014856, -0.011566, , , 
1618796592.500617, , , , 0.003603, -0.017310, -0.010645, , , 
1618796592.586773, , , , 0.013111, -0.134191, 0.022323, , , 
1618796592.662099, , , , 0.045896, 0.012749, -0.016296, , , 
1618796592.739069, , , , 0.047464, -0.020184, -0.010513, , , 
1618796592.814695, , , , -0.024717, -0.026991, -0.001485, , , 
1618796592.8830419, , , , -0.033437, 0.013580, -0.021221, , , 
1618796592.950166, , , , 0.029337, -0.023662, -0.000865, , , 
1618796593.029015, , , , -0.006295, -0.012543, -0.001396, , , 
1618796593.108511, , , , 0.012486, -0.005473, -0.003471, , , 
1618796593.1862621, , , , 0.031129, -0.028810, -0.001271, , , 
